"","aesthetic","aes_link","depop_results","date"
"598","That Girl","https://aesthetics.fandom.com/wiki/That_Girl",NA,"2023-01-14"
"599","Theatre Academia","https://aesthetics.fandom.com/wiki/Theatre_Academia",NA,"2023-01-14"
"600","Theatre Kids","https://aesthetics.fandom.com/wiki/Theatre_Kids",NA,"2023-01-14"
"601","Thrasher","https://aesthetics.fandom.com/wiki/Thrasher",592,"2023-01-14"
"602","Thriftcore","https://aesthetics.fandom.com/wiki/Thriftcore",52,"2023-01-14"
"603","Tiki","https://aesthetics.fandom.com/wiki/Tiki",32,"2023-01-14"
"604","Tinkercore","https://aesthetics.fandom.com/wiki/Tinkercore",NA,"2023-01-14"
"605","Tinycore","https://aesthetics.fandom.com/wiki/Tinycore",NA,"2023-01-14"
"606","Tomboy","https://aesthetics.fandom.com/wiki/Tomboy",493,"2023-01-14"
"607","Trad Goth","https://aesthetics.fandom.com/wiki/Trad_Goth",NA,"2023-01-14"
"608","Traditional Korean","https://aesthetics.fandom.com/wiki/Traditional_Korean",1,"2023-01-14"
"609","Trailer Park Princess","https://aesthetics.fandom.com/wiki/Trailer_Park_Princess",NA,"2023-01-14"
"610","Trashcore","https://aesthetics.fandom.com/wiki/Trashcore",12,"2023-01-14"
"611","Traumacore","https://aesthetics.fandom.com/wiki/Traumacore",2,"2023-01-14"
"612","Trenchcore","https://aesthetics.fandom.com/wiki/Trenchcore",52,"2023-01-14"
"613","Trendercore","https://aesthetics.fandom.com/wiki/Trendercore",NA,"2023-01-14"
"614","Trillwave","https://aesthetics.fandom.com/wiki/Trillwave",NA,"2023-01-14"
"615","Tropical","https://aesthetics.fandom.com/wiki/Tropical",803,"2023-01-14"
"616","Tumblewave","https://aesthetics.fandom.com/wiki/Tumblewave",NA,"2023-01-14"
"617","Tupinipunk","https://aesthetics.fandom.com/wiki/Tupinipunk",NA,"2023-01-14"
"618","Tweencore","https://aesthetics.fandom.com/wiki/Tweencore",7,"2023-01-14"
"619","Twee","https://aesthetics.fandom.com/wiki/Twee",4,"2023-01-14"
"620","Ukiyo-e","https://aesthetics.fandom.com/wiki/Ukiyo-e",25,"2023-01-14"
"621","Unicorncore","https://aesthetics.fandom.com/wiki/Unicorncore",3,"2023-01-14"
"622","Urban Fantasy","https://aesthetics.fandom.com/wiki/Urban_Fantasy",NA,"2023-01-14"
"623","Urbancore","https://aesthetics.fandom.com/wiki/Urbancore",15,"2023-01-14"
"624","Utopian Scholastic","https://aesthetics.fandom.com/wiki/Utopian_Scholastic",NA,"2023-01-14"
"625","VARIOUSXYZ","https://aesthetics.fandom.com/wiki/VARIOUSXYZ",NA,"2023-01-14"
"626","Vacation Dadcore","https://aesthetics.fandom.com/wiki/Vacation_Dadcore",7,"2023-01-14"
"627","Valentine's Day","https://aesthetics.fandom.com/wiki/Lovecore",NA,"2023-01-14"
"628","Vampire","https://aesthetics.fandom.com/wiki/Vampire",1925,"2023-01-14"
"629","Vaporwave","https://aesthetics.fandom.com/wiki/Vaporwave",572,"2023-01-14"
"630","Vectorbloom","https://aesthetics.fandom.com/wiki/Vectorbloom",NA,"2023-01-14"
"631","Vectorheart","https://aesthetics.fandom.com/wiki/Vectorheart",NA,"2023-01-14"
"632","Vibrant Academia","https://aesthetics.fandom.com/wiki/Vibrant_Academia",NA,"2023-01-14"
"633","Victorian","https://aesthetics.fandom.com/wiki/Victorian",NA,"2023-01-14"
"634","Victorian Goth","https://aesthetics.fandom.com/wiki/Victorian_Goth",NA,"2023-01-14"
"635","Viking","https://aesthetics.fandom.com/wiki/Viking",46,"2023-01-14"
"636","Villagecore","https://aesthetics.fandom.com/wiki/Villagecore",8,"2023-01-14"
"637","Villaincore","https://aesthetics.fandom.com/wiki/Villaincore",7,"2023-01-14"
"638","Vintage British Sportsman","https://aesthetics.fandom.com/wiki/Vintage_British_Sportsman",NA,"2023-01-14"
"639","Vintage Parisian","https://aesthetics.fandom.com/wiki/Vintage_Parisian",NA,"2023-01-14"
"640","Virgo's Tears","https://aesthetics.fandom.com/wiki/Virgo%27s_Tears",2,"2023-01-14"
"641","Visual Kei","https://aesthetics.fandom.com/wiki/Visual_Kei",NA,"2023-01-14"
"642","VSCO","https://aesthetics.fandom.com/wiki/VSCO",733,"2023-01-14"
"643","VSCO Preppy","https://aesthetics.fandom.com/wiki/VSCO_Preppy",86,"2023-01-14"
"644","Voidcore","https://aesthetics.fandom.com/wiki/Voidcore",5,"2023-01-14"
"645","Voidpunk","https://aesthetics.fandom.com/wiki/Voidpunk",NA,"2023-01-14"
"646","Vorticism","https://aesthetics.fandom.com/wiki/Vorticism",NA,"2023-01-14"
"647","Vulture Culture","https://aesthetics.fandom.com/wiki/Vulture_Culture",36,"2023-01-14"
"648","Wabi-Sabi","https://aesthetics.fandom.com/wiki/Wabi-Sabi",8,"2023-01-14"
"649","Waif","https://aesthetics.fandom.com/wiki/Waif",32,"2023-01-14"
"650","Waldorf","https://aesthetics.fandom.com/wiki/Waldorf",179,"2023-01-14"
"651","Wanderlust","https://aesthetics.fandom.com/wiki/Wanderlust",29,"2023-01-14"
"652","Warmcore","https://aesthetics.fandom.com/wiki/Warmcore",28,"2023-01-14"
"653","Weathercore","https://aesthetics.fandom.com/wiki/Weathercore",NA,"2023-01-14"
"654","Web Creep","https://aesthetics.fandom.com/wiki/Web_Creep",NA,"2023-01-14"
"655","Weeaboo","https://aesthetics.fandom.com/wiki/Weeaboo",NA,"2023-01-14"
"656","Weirdcore","https://aesthetics.fandom.com/wiki/Weirdcore",479,"2023-01-14"
"657","Werewolf","https://aesthetics.fandom.com/wiki/Werewolf",31,"2023-01-14"
"658","Western","https://aesthetics.fandom.com/wiki/Western",3489,"2023-01-14"
"659","Wetcore","https://aesthetics.fandom.com/wiki/Wetcore",51,"2023-01-14"
"660","Wild Child","https://aesthetics.fandom.com/wiki/Wild_Child",NA,"2023-01-14"
"661","Winter","https://aesthetics.fandom.com/wiki/Winter",696,"2023-01-14"
"662","Winter Fairy Coquette","https://aesthetics.fandom.com/wiki/Winter_Fairy_Coquette",NA,"2023-01-14"
"663","Witchy Academia","https://aesthetics.fandom.com/wiki/Witchy_Academia",NA,"2023-01-14"
"664","Witch House","https://aesthetics.fandom.com/wiki/Witch_House",NA,"2023-01-14"
"665","Witchcore","https://aesthetics.fandom.com/wiki/Witchcore",155,"2023-01-14"
"666","Wizardcore","https://aesthetics.fandom.com/wiki/Wizardcore",NA,"2023-01-14"
"667","Wonderland","https://aesthetics.fandom.com/wiki/Wonderland",152,"2023-01-14"
"668","Woodland Goth","https://aesthetics.fandom.com/wiki/Woodland_Goth",NA,"2023-01-14"
"669","Wormcore","https://aesthetics.fandom.com/wiki/Wormcore",28,"2023-01-14"
"670","Writer Academia","https://aesthetics.fandom.com/wiki/Writer_Academia",NA,"2023-01-14"
"671","Wuxia","https://aesthetics.fandom.com/wiki/Wuxia",NA,"2023-01-14"
"672","XO","https://aesthetics.fandom.com/wiki/XO",131,"2023-01-14"
"673","Y2K","https://aesthetics.fandom.com/wiki/Y2K",77110,"2023-01-14"
"674","Yakuza","https://aesthetics.fandom.com/wiki/Yakuza",1,"2023-01-14"
"675","Yami Kawaii","https://aesthetics.fandom.com/wiki/Yami_Kawaii",NA,"2023-01-14"
"676","Yandere","https://aesthetics.fandom.com/wiki/Yandere",12,"2023-01-14"
"677","Yankeecore","https://aesthetics.fandom.com/wiki/Yankeecore",NA,"2023-01-14"
"678","Yanki","https://aesthetics.fandom.com/wiki/Yanki",1,"2023-01-14"
"679","Youthquake","https://aesthetics.fandom.com/wiki/Youthquake",NA,"2023-01-14"
"680","Yume Kawaii","https://aesthetics.fandom.com/wiki/Yume_Kawaii",NA,"2023-01-14"
"681","Zombie Apocalypse","https://aesthetics.fandom.com/wiki/Zombiecore",NA,"2023-01-14"
